DATAFLOW,MEASURE: Data Item,REGIONTYPE: Region Type,ASGS_2021: Region,FREQUENCY: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,UNIT_MULT: Unit of Multiplier,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_2: Estimated resident population: Females aged 0-4 years (no.),SA3: Statistical Area Level 3,12102: Hornsby,A: Annual,2022,2430,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_2: Estimated resident population: Females aged 0-4 years (no.),SA3: Statistical Area Level 3,12103: Ku-ring-gai,A: Annual,2022,2554,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_2: Estimated resident population: Females aged 0-4 years (no.),SA3: Statistical Area Level 3,12104: North Sydney - Mosman,A: Annual,2022,2243,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_2: Estimated resident population: Females aged 0-4 years (no.),SA3: Statistical Area Level 3,12201: Manly,A: Annual,2022,1197,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_2: Estimated resident population: Females aged 0-4 years (no.),SA3: Statistical Area Level 3,12202: Pittwater,A: Annual,2022,1469,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_2: Estimated resident population: Females aged 0-4 years (no.),SA3: Statistical Area Level 3,12203: Warringah,A: Annual,2022,4295,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_2: Estimated resident population: Females aged 0-4 years (no.),SA3: Statistical Area Level 3,12301: Camden,A: Annual,2022,2883,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_2: Estimated resident population: Females aged 0-4 years (no.),SA3: Statistical Area Level 3,12302: Campbelltown (NSW),A: Annual,2022,6709,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_2: Estimated resident population: Females aged 0-4 years (no.),SA3: Statistical Area Level 3,12303: Wollondilly,A: Annual,2022,1631,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_2: Estimated resident population: Females aged 0-4 years (no.),SA3: Statistical Area Level 3,12401: Blue Mountains,A: Annual,2022,1906,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_2: Estimated resident population: Females aged 0-4 years (no.),SA3: Statistical Area Level 3,12403: Penrith,A: Annual,2022,5784,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_2: Estimated resident population: Females aged 0-4 years (no.),SA3: Statistical Area Level 3,12404: Richmond - Windsor,A: Annual,2022,1189,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_2: Estimated resident population: Females aged 0-4 years (no.),SA3: Statistical Area Level 3,12405: St Marys,A: Annual,2022,2015,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_2: Estimated resident population: Females aged 0-4 years (no.),SA3: Statistical Area Level 3,12501: Auburn,A: Annual,2022,3118,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_2: Estimated resident population: Females aged 0-4 years (no.),SA3: Statistical Area Level 3,12502: Carlingford,A: Annual,2022,2035,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_2: Estimated resident population: Females aged 0-4 years (no.),SA3: Statistical Area Level 3,12503: Merrylands - Guildford,A: Annual,2022,5700,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_2: Estimated resident population: Females aged 0-4 years (no.),SA3: Statistical Area Level 3,12504: Parramatta,A: Annual,2022,5060,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_2: Estimated resident population: Females aged 0-4 years (no.),SA3: Statistical Area Level 3,12601: Pennant Hills - Epping,A: Annual,2022,1288,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_2: Estimated resident population: Females aged 0-4 years (no.),SA3: Statistical Area Level 3,12602: Ryde - Hunters Hill,A: Annual,2022,3947,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_2: Estimated resident population: Females aged 0-4 years (no.),SA3: Statistical Area Level 3,12701: Bringelly - Green Valley,A: Annual,2022,6313,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_2: Estimated resident population: Females aged 0-4 years (no.),SA3: Statistical Area Level 3,12702: Fairfield,A: Annual,2022,4778,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_2: Estimated resident population: Females aged 0-4 years (no.),SA3: Statistical Area Level 3,12703: Liverpool,A: Annual,2022,5002,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_2: Estimated resident population: Females aged 0-4 years (no.),SA3: Statistical Area Level 3,12801: Cronulla - Miranda - Caringbah,A: Annual,2022,3219,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_2: Estimated resident population: Females aged 0-4 years (no.),SA3: Statistical Area Level 3,12802: Sutherland - Menai - Heathcote,A: Annual,2022,3405,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_2: Estimated resident population: Females aged 0-4 years (no.),SA3: Statistical Area Level 3,10601: Lower Hunter,A: Annual,2022,3224,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_2: Estimated resident population: Females aged 0-4 years (no.),SA3: Statistical Area Level 3,10602: Maitland,A: Annual,2022,3108,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_2: Estimated resident population: Females aged 0-4 years (no.),SA3: Statistical Area Level 3,10603: Port Stephens,A: Annual,2022,1757,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_2: Estimated resident population: Females aged 0-4 years (no.),SA3: Statistical Area Level 3,10701: Dapto - Port Kembla,A: Annual,2022,2522,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_2: Estimated resident population: Females aged 0-4 years (no.),SA3: Statistical Area Level 3,10703: Kiama - Shellharbour,A: Annual,2022,2895,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_2: Estimated resident population: Females aged 0-4 years (no.),SA3: Statistical Area Level 3,10704: Wollongong,A: Annual,2022,3470,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_2: Estimated resident population: Females aged 0-4 years (no.),SA3: Statistical Area Level 3,11101: Lake Macquarie - East,A: Annual,2022,3407,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_2: Estimated resident population: Females aged 0-4 years (no.),SA3: Statistical Area Level 3,11102: Lake Macquarie - West,A: Annual,2022,2499,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_2: Estimated resident population: Females aged 0-4 years (no.),SA3: Statistical Area Level 3,11103: Newcastle,A: Annual,2022,4852,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_2: Estimated resident population: Females aged 0-4 years (no.),SA3: Statistical Area Level 3,11401: Shoalhaven,A: Annual,2022,2793,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_2: Estimated resident population: Females aged 0-4 years (no.),SA3: Statistical Area Level 3,11402: Southern Highlands,A: Annual,2022,1249,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,10201: Gosford,A: Annual,2022,4998,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,10202: Wyong,A: Annual,2022,5136,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,11501: Baulkham Hills,A: Annual,2022,5231,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,11502: Dural - Wisemans Ferry,A: Annual,2022,794,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,11503: Hawkesbury,A: Annual,2022,734,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,11504: Rouse Hill - McGraths Hill,A: Annual,2022,2794,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,11601: Blacktown,A: Annual,2022,4588,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,11602: Blacktown - North,A: Annual,2022,6889,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,11603: Mount Druitt,A: Annual,2022,4693,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,11701: Botany,A: Annual,2022,1379,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,11702: Marrickville - Sydenham - Petersham,A: Annual,2022,1098,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,11703: Sydney Inner City,A: Annual,2022,2501,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,11801: Eastern Suburbs - North,A: Annual,2022,3034,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,11802: Eastern Suburbs - South,A: Annual,2022,3319,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,11901: Bankstown,A: Annual,2022,6498,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,11902: Canterbury,A: Annual,2022,4166,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,11903: Hurstville,A: Annual,2022,3309,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,11904: Kogarah - Rockdale,A: Annual,2022,3509,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,12001: Canada Bay,A: Annual,2022,2200,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,12002: Leichhardt,A: Annual,2022,1620,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,12003: Strathfield - Burwood - Ashfield,A: Annual,2022,3481,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,12101: Chatswood - Lane Cove,A: Annual,2022,3640,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,12102: Hornsby,A: Annual,2022,2842,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,12103: Ku-ring-gai,A: Annual,2022,4226,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,12104: North Sydney - Mosman,A: Annual,2022,1985,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,12201: Manly,A: Annual,2022,1239,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,12202: Pittwater,A: Annual,2022,1867,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,12203: Warringah,A: Annual,2022,4669,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,12301: Camden,A: Annual,2022,2926,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,12302: Campbelltown (NSW),A: Annual,2022,6739,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,12303: Wollondilly,A: Annual,2022,1638,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,12401: Blue Mountains,A: Annual,2022,2311,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,12403: Penrith,A: Annual,2022,5754,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,12404: Richmond - Windsor,A: Annual,2022,1111,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,12405: St Marys,A: Annual,2022,1967,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,12501: Auburn,A: Annual,2022,2735,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,12502: Carlingford,A: Annual,2022,2666,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,12503: Merrylands - Guildford,A: Annual,2022,5594,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,12504: Parramatta,A: Annual,2022,4874,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,12601: Pennant Hills - Epping,A: Annual,2022,1886,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,12602: Ryde - Hunters Hill,A: Annual,2022,4010,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,12701: Bringelly - Green Valley,A: Annual,2022,6002,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,12702: Fairfield,A: Annual,2022,5614,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,12703: Liverpool,A: Annual,2022,4829,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,12801: Cronulla - Miranda - Caringbah,A: Annual,2022,3323,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,12802: Sutherland - Menai - Heathcote,A: Annual,2022,3543,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,10601: Lower Hunter,A: Annual,2022,3306,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,10602: Maitland,A: Annual,2022,3197,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,10603: Port Stephens,A: Annual,2022,2026,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,10701: Dapto - Port Kembla,A: Annual,2022,2500,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,10703: Kiama - Shellharbour,A: Annual,2022,3033,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,10704: Wollongong,A: Annual,2022,3596,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,11101: Lake Macquarie - East,A: Annual,2022,3836,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,11102: Lake Macquarie - West,A: Annual,2022,2669,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,11103: Newcastle,A: Annual,2022,4829,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,11401: Shoalhaven,A: Annual,2022,2852,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_3: Estimated resident population: Females aged 5-9 years (no.),SA3: Statistical Area Level 3,11402: Southern Highlands,A: Annual,2022,1439,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_4: Estimated resident population: Females aged 10-14 years (no.),SA3: Statistical Area Level 3,10201: Gosford,A: Annual,2022,5408,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_4: Estimated resident population: Females aged 10-14 years (no.),SA3: Statistical Area Level 3,10202: Wyong,A: Annual,2022,5192,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_4: Estimated resident population: Females aged 10-14 years (no.),SA3: Statistical Area Level 3,11501: Baulkham Hills,A: Annual,2022,5775,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_4: Estimated resident population: Females aged 10-14 years (no.),SA3: Statistical Area Level 3,11502: Dural - Wisemans Ferry,A: Annual,2022,996,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_4: Estimated resident population: Females aged 10-14 years (no.),SA3: Statistical Area Level 3,11503: Hawkesbury,A: Annual,2022,823,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_4: Estimated resident population: Females aged 10-14 years (no.),SA3: Statistical Area Level 3,11504: Rouse Hill - McGraths Hill,A: Annual,2022,2489,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_4: Estimated resident population: Females aged 10-14 years (no.),SA3: Statistical Area Level 3,11601: Blacktown,A: Annual,2022,4264,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_4: Estimated resident population: Females aged 10-14 years (no.),SA3: Statistical Area Level 3,11602: Blacktown - North,A: Annual,2022,6043,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_4: Estimated resident population: Females aged 10-14 years (no.),SA3: Statistical Area Level 3,11603: Mount Druitt,A: Annual,2022,4532,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_4: Estimated resident population: Females aged 10-14 years (no.),SA3: Statistical Area Level 3,11701: Botany,A: Annual,2022,1332,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_4: Estimated resident population: Females aged 10-14 years (no.),SA3: Statistical Area Level 3,11702: Marrickville - Sydenham - Petersham,A: Annual,2022,1110,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_4: Estimated resident population: Females aged 10-14 years (no.),SA3: Statistical Area Level 3,11703: Sydney Inner City,A: Annual,2022,2120,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_4: Estimated resident population: Females aged 10-14 years (no.),SA3: Statistical Area Level 3,11801: Eastern Suburbs - North,A: Annual,2022,3274,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_4: Estimated resident population: Females aged 10-14 years (no.),SA3: Statistical Area Level 3,11802: Eastern Suburbs - South,A: Annual,2022,3433,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_4: Estimated resident population: Females aged 10-14 years (no.),SA3: Statistical Area Level 3,11901: Bankstown,A: Annual,2022,6237,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_4: Estimated resident population: Females aged 10-14 years (no.),SA3: Statistical Area Level 3,11902: Canterbury,A: Annual,2022,4025,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_4: Estimated resident population: Females aged 10-14 years (no.),SA3: Statistical Area Level 3,11903: Hurstville,A: Annual,2022,3637,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_4: Estimated resident population: Females aged 10-14 years (no.),SA3: Statistical Area Level 3,11904: Kogarah - Rockdale,A: Annual,2022,3358,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_4: Estimated resident population: Females aged 10-14 years (no.),SA3: Statistical Area Level 3,12001: Canada Bay,A: Annual,2022,2375,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_4: Estimated resident population: Females aged 10-14 years (no.),SA3: Statistical Area Level 3,12002: Leichhardt,A: Annual,2022,1544,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_4: Estimated resident population: Females aged 10-14 years (no.),SA3: Statistical Area Level 3,12003: Strathfield - Burwood - Ashfield,A: Annual,2022,3631,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_F_4: Estimated resident population: Females aged 10-14 years (no.),SA3: Statistical Area Level 3,12101: Chatswood - Lane Cove,A: Annual,2022,3695,PSNS: Persons,,,
